sampler,seed,environment,brain_descriptors_0,brain_descriptors_1,body_descriptors_0,body_descriptors_1,behavior_descriptors_0,behavior_descriptors_1
3b,2,ObstacleTraverser-v0,-1.0,-1.0,-1.0,-1.0,0.3052208721637726,0.6713709831237793
3b,2,ObstacleTraverser-v1,-1.0,-1.0,0.949999988079071,0.422516793012619,-1.0,-1.0
3b,2,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.2650602459907532,0.5161290168762207
3b,2,GapJumper-v0,-1.0,-1.0,-1.0,-1.0,0.2122448980808258,0.39754098653793335
3b,2,Traverser-v0,-1.0,-1.0,-1.0,-1.0,0.3030303120613098,0.5939086079597473
3b,2,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.4000000059604645,0.9317269325256348
3b,2,Jumper-v0,0.10000000149011612,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,2,Balancer-v0,-1.0,-1.0,-1.0,-1.0,0.2975206673145294,0.5072463750839233
3b,2,AreaMaximizer-v0,0.03999999910593033,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,2,AreaMinimizer-v0,0.019999999552965164,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,2,WingspanMazimizer-v0,0.019999999552965164,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,2,HeightMaximizer-v0,-1.0,-1.0,0.550000011920929,0.49454912543296814,0.1434262990951538,0.7160000205039978
3b,3,BridgeWalker-v0,-1.0,-1.0,0.75,0.5555555820465088,0.39840638637542725,0.8320000171661377
3b,3,PlatformJumper-v0,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.7360000014305115
3b,3,CaveCrawler-v0,-1.0,-1.0,0.550000011920929,0.6000000238418579,-1.0,-1.0
3b,3,CustomCarrier-v0,-1.0,-1.0,-1.0,-1.0,0.4302788972854614,0.9079999923706055
3b,3,BidirectionalWalker-v0,-1.0,-1.0,-1.0,-1.0,0.4940239191055298,0.9079999923706055
3b,3,CustomPusher-v0,-1.0,-1.0,0.75,0.5555555820465088,0.39840638637542725,0.8320000171661377
3b,3,BeamToppler-v0,-1.0,-1.0,0.5,0.5555555820465088,0.4780876636505127,0.8659999966621399
3b,3,Pusher-v1,0.03999999910593033,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,3,Catcher-v0,0.019999999552965164,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,3,UpStepper-v0,-1.0,-1.0,0.44999998807907104,0.3674280345439911,-1.0,-1.0
3b,3,DownStepper-v0,-1.0,-1.0,0.8500000238418579,0.3674280345439911,-1.0,-1.0
3b,3,ObstacleTraverser-v0,-1.0,-1.0,0.3499999940395355,0.45677420496940613,-1.0,-1.0
3b,3,ObstacleTraverser-v1,-1.0,-1.0,0.3499999940395355,0.3674280345439911,0.11155378818511963,0.5460000038146973
3b,3,Hurdler-v0,-1.0,-1.0,0.3499999940395355,0.45677420496940613,-1.0,-1.0
3b,3,GapJumper-v0,-1.0,-1.0,0.6000000238418579,0.1885678917169571,0.09561753273010254,0.28600001335144043
3b,3,Traverser-v0,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.7360000014305115
3b,3,Flipper-v0,0.07999999821186066,0.019999999552965164,-1.0,-1.0,-1.0,-1.0
3b,3,Jumper-v0,0.03999999910593033,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,3,Balancer-v0,-1.0,-1.0,0.5,0.45677420496940613,-1.0,-1.0
3b,3,AreaMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.11952191591262817,0.6819999814033508
3b,3,AreaMinimizer-v0,0.03999999910593033,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,3,WingspanMazimizer-v0,-1.0,-1.0,0.75,0.5151479244232178,0.1593625545501709,0.6480000019073486
3b,3,HeightMaximizer-v0,0.03999999910593033,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,4,BridgeWalker-v0,0.05999999865889549,0.07999999821186066,0.800000011920929,0.2667718231678009,-1.0,-1.0
3b,4,PlatformJumper-v0,0.019999999552965164,0.07999999821186066,-1.0,-1.0,-1.0,-1.0
3b,4,CaveCrawler-v0,0.0,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,4,CustomCarrier-v0,-1.0,-1.0,0.44999998807907104,0.22650179266929626,-1.0,-1.0
3b,4,BidirectionalWalker-v0,0.10000000149011612,0.23999999463558197,-1.0,-1.0,-1.0,-1.0
3b,4,CustomPusher-v0,-1.0,-1.0,-1.0,-1.0,0.18326693773269653,0.843999981880188
3b,4,BeamToppler-v0,-1.0,-1.0,-1.0,-1.0,0.11952191591262817,0.3540000021457672
3b,4,Pusher-v1,0.05999999865889549,0.0,-1.0,-1.0,-1.0,-1.0
3b,4,Catcher-v0,0.05999999865889549,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,4,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.3779999911785126
3b,4,DownStepper-v0,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.5220000147819519
3b,4,ObstacleTraverser-v0,-1.0,-1.0,0.6499999761581421,0.3958108127117157,0.09561753273010254,0.47200000286102295
3b,4,ObstacleTraverser-v1,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.3779999911785126
3b,4,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.12749004364013672,0.5220000147819519
3b,4,GapJumper-v0,-1.0,-1.0,0.8500000238418579,0.2255101501941681,-1.0,-1.0
3b,4,Traverser-v0,0.019999999552965164,0.07999999821186066,-1.0,-1.0,-1.0,-1.0
3b,4,Flipper-v0,0.05999999865889549,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,4,Jumper-v0,0.05999999865889549,0.0,-1.0,-1.0,-1.0,-1.0
3b,4,Balancer-v0,0.10000000149011612,0.07999999821186066,-1.0,-1.0,-1.0,-1.0
3b,4,AreaMaximizer-v0,0.019999999552965164,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,4,AreaMinimizer-v0,-1.0,-1.0,0.699999988079071,0.1781933456659317,-1.0,-1.0
3b,4,WingspanMazimizer-v0,0.05999999865889549,0.25999999046325684,-1.0,-1.0,-1.0,-1.0
3b,4,HeightMaximizer-v0,0.019999999552965164,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,5,BridgeWalker-v0,-1.0,-1.0,0.800000011920929,0.571868896484375,0.18326693773269653,0.6859999895095825
3b,5,PlatformJumper-v0,-1.0,-1.0,-1.0,-1.0,0.15139442682266235,0.47999998927116394
3b,5,CaveCrawler-v0,0.019999999552965164,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,5,CustomCarrier-v0,0.05999999865889549,0.07999999821186066,0.699999988079071,0.68202143907547,0.350597620010376,0.7239999771118164
3b,5,BidirectionalWalker-v0,0.019999999552965164,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,5,CustomPusher-v0,-1.0,-1.0,0.4000000059604645,0.1428571492433548,0.12749004364013672,0.4480000138282776
3b,5,BeamToppler-v0,0.03999999910593033,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,5,Pusher-v1,0.019999999552965164,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,5,Catcher-v0,-1.0,-1.0,0.75,0.4824156165122986,0.16733068227767944,0.7319999933242798
3b,5,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.1434262990951538,0.37599998712539673
3b,5,DownStepper-v0,-1.0,-1.0,0.75,0.4824156165122986,0.16733068227767944,0.7319999933242798
3b,5,ObstacleTraverser-v0,-1.0,-1.0,0.4000000059604645,0.2857142984867096,-1.0,-1.0
3b,5,ObstacleTraverser-v1,-1.0,-1.0,0.550000011920929,0.1428571492433548,0.09561753273010254,0.33799999952316284
3b,5,Hurdler-v0,-1.0,-1.0,0.4000000059604645,0.1428571492433548,0.12749004364013672,0.4480000138282776
3b,5,GapJumper-v0,-1.0,-1.0,0.30000001192092896,0.1428571492433548,0.09561753273010254,0.4300000071525574
3b,5,Traverser-v0,-1.0,-1.0,0.44999998807907104,0.1290305107831955,-1.0,-1.0
3b,5,Flipper-v0,0.20000000298023224,0.05999999865889549,-1.0,-1.0,-1.0,-1.0
3b,5,Jumper-v0,0.14000000059604645,0.05999999865889549,-1.0,-1.0,-1.0,-1.0
3b,5,Balancer-v0,0.019999999552965164,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,5,AreaMaximizer-v0,0.05999999865889549,0.019999999552965164,0.6499999761581421,0.6494178175926208,0.3745020031929016,0.6679999828338623
3b,5,AreaMinimizer-v0,-1.0,-1.0,0.6499999761581421,0.4000000059604645,-1.0,-1.0
3b,5,WingspanMazimizer-v0,0.11999999731779099,0.07999999821186066,-1.0,-1.0,-1.0,-1.0
3b,5,HeightMaximizer-v0,-1.0,-1.0,0.800000011920929,0.4288434088230133,0.09561753273010254,0.9319999814033508
3b,6,BridgeWalker-v0,-1.0,-1.0,0.699999988079071,0.340465784072876,0.20717132091522217,0.9020000100135803
3b,6,PlatformJumper-v0,0.11999999731779099,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,6,CaveCrawler-v0,-1.0,-1.0,0.699999988079071,0.35286375880241394,0.2310757040977478,0.9779999852180481
3b,6,CustomCarrier-v0,0.0,0.0,0.6499999761581421,0.18885338306427002,0.20717132091522217,0.9319999814033508
3b,6,BidirectionalWalker-v0,0.07999999821186066,0.03999999910593033,-1.0,-1.0,-1.0,-1.0
3b,6,CustomPusher-v0,-1.0,-1.0,0.699999988079071,0.35286375880241394,0.2310757040977478,0.9779999852180481
3b,6,BeamToppler-v0,0.11999999731779099,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,6,Pusher-v1,0.07999999821186066,0.019999999552965164,-1.0,-1.0,-1.0,-1.0
3b,6,Catcher-v0,-1.0,-1.0,0.44999998807907104,0.3028736114501953,0.2310757040977478,0.7799999713897705
3b,6,UpStepper-v0,-1.0,-1.0,0.6000000238418579,0.24186821281909943,0.23904383182525635,0.6600000262260437
3b,6,DownStepper-v0,-1.0,-1.0,-1.0,-1.0,0.1434262990951538,0.3659999966621399
3b,6,ObstacleTraverser-v0,-1.0,-1.0,0.550000011920929,0.24186821281909943,0.25498008728027344,0.6959999799728394
3b,6,ObstacleTraverser-v1,0.05999999865889549,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,6,Hurdler-v0,-1.0,-1.0,0.6000000238418579,0.24186821281909943,0.23904383182525635,0.6600000262260437
3b,6,GapJumper-v0,0.05999999865889549,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,6,Traverser-v0,0.07999999821186066,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,6,Flipper-v0,-1.0,-1.0,0.6000000238418579,0.46602559089660645,0.39840638637542725,0.9419999718666077
3b,6,Jumper-v0,0.11999999731779099,0.07999999821186066,-1.0,-1.0,-1.0,-1.0
3b,6,Balancer-v0,0.11999999731779099,0.05999999865889549,-1.0,-1.0,-1.0,-1.0
3b,6,AreaMaximizer-v0,0.05999999865889549,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,6,AreaMinimizer-v0,0.07999999821186066,0.019999999552965164,-1.0,-1.0,-1.0,-1.0
3b,6,WingspanMazimizer-v0,0.05999999865889549,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,6,HeightMaximizer-v0,-1.0,-1.0,-1.0,-1.0,0.1434262990951538,0.3659999966621399
3b,7,BridgeWalker-v0,-1.0,-1.0,0.75,0.1633758246898651,-1.0,-1.0
3b,7,PlatformJumper-v0,0.0,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,7,CaveCrawler-v0,0.03999999910593033,0.0,0.6499999761581421,0.4000000059604645,0.07048457860946655,1.0
3b,7,CustomCarrier-v0,-1.0,-1.0,0.800000011920929,0.15252205729484558,-1.0,-1.0
3b,7,BidirectionalWalker-v0,0.0,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,7,CustomPusher-v0,-1.0,-1.0,0.699999988079071,0.4000000059604645,-1.0,-1.0
3b,7,BeamToppler-v0,-1.0,-1.0,0.75,0.30000001192092896,-1.0,-1.0
3b,7,Pusher-v1,0.0,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,7,Catcher-v0,-1.0,-1.0,0.5,0.3856227397918701,0.4063745141029358,0.5979999899864197
3b,7,UpStepper-v0,-1.0,-1.0,-1.0,-1.0,0.1593625545501709,0.2879999876022339
3b,7,DownStepper-v0,0.11999999731779099,0.03999999910593033,-1.0,-1.0,0.4223107695579529,0.4580000042915344
3b,7,ObstacleTraverser-v0,-1.0,-1.0,0.4000000059604645,0.2677137851715088,0.12749004364013672,0.2639999985694885
3b,7,ObstacleTraverser-v1,-1.0,-1.0,-1.0,-1.0,0.3585657477378845,0.5460000038146973
3b,7,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.09561753273010254,0.7960000038146973
3b,7,GapJumper-v0,-1.0,-1.0,0.699999988079071,0.4000000059604645,-1.0,-1.0
3b,7,Traverser-v0,0.019999999552965164,0.18000000715255737,-1.0,-1.0,-1.0,-1.0
3b,7,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.10358566045761108,0.75
3b,7,Jumper-v0,-1.0,-1.0,0.44999998807907104,0.498078316450119,0.39840638637542725,0.7680000066757202
3b,7,Balancer-v0,-1.0,-1.0,-1.0,-1.0,0.10358566045761108,0.75
3b,7,AreaMaximizer-v0,-1.0,-1.0,0.8500000238418579,0.3333333432674408,0.08799999952316284,0.945891797542572
3b,7,AreaMinimizer-v0,0.0,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,7,WingspanMazimizer-v0,-1.0,-1.0,1.0,0.3699415326118469,-1.0,-1.0
3b,7,HeightMaximizer-v0,0.0,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,8,BridgeWalker-v0,-1.0,-1.0,0.550000011920929,0.22443310916423798,0.2788844704627991,0.9319999814033508
3b,8,PlatformJumper-v0,0.019999999552965164,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,8,CaveCrawler-v0,-1.0,-1.0,0.30000001192092896,0.40156322717666626,0.1593625545501709,0.9279999732971191
3b,8,CustomCarrier-v0,-1.0,-1.0,-1.0,-1.0,0.39840638637542725,0.8100000023841858
3b,8,BidirectionalWalker-v0,-1.0,-1.0,0.6499999761581421,0.4444444477558136,-1.0,-1.0
3b,8,CustomPusher-v0,-1.0,-1.0,0.44999998807907104,0.14539408683776855,0.38247013092041016,0.9300000071525574
3b,8,BeamToppler-v0,-1.0,-1.0,0.30000001192092896,0.4763542413711548,0.1434262990951538,0.8220000267028809
3b,8,Pusher-v1,0.03999999910593033,0.019999999552965164,-1.0,-1.0,0.10358566045761108,0.41600000858306885
3b,8,Catcher-v0,0.07999999821186066,0.2199999988079071,-1.0,-1.0,-1.0,-1.0
3b,8,UpStepper-v0,0.03999999910593033,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,8,DownStepper-v0,0.03999999910593033,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,8,ObstacleTraverser-v0,0.019999999552965164,0.03999999910593033,0.6000000238418579,0.340465784072876,0.11155378818511963,0.35199999809265137
3b,8,ObstacleTraverser-v1,-1.0,-1.0,-1.0,-1.0,0.29482072591781616,0.878000020980835
3b,8,Hurdler-v0,-1.0,-1.0,-1.0,-1.0,0.2470119595527649,0.8799999952316284
3b,8,GapJumper-v0,0.03999999910593033,0.019999999552965164,-1.0,-1.0,0.10358566045761108,0.41600000858306885
3b,8,Traverser-v0,0.05999999865889549,0.019999999552965164,-1.0,-1.0,-1.0,-1.0
3b,8,Flipper-v0,-1.0,-1.0,-1.0,-1.0,0.2310757040977478,0.8659999966621399
3b,8,Jumper-v0,0.07999999821186066,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,8,Balancer-v0,0.0,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,8,AreaMaximizer-v0,-1.0,-1.0,0.6499999761581421,0.4444444477558136,-1.0,-1.0
3b,8,AreaMinimizer-v0,-1.0,-1.0,0.6000000238418579,0.1802332103252411,0.22310757637023926,0.7860000133514404
3b,8,WingspanMazimizer-v0,0.07999999821186066,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,8,HeightMaximizer-v0,0.03999999910593033,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,9,BridgeWalker-v0,0.03999999910593033,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,9,PlatformJumper-v0,-1.0,-1.0,0.6499999761581421,0.2986091077327728,0.2278480976819992,0.41525423526763916
3b,9,CaveCrawler-v0,-1.0,-1.0,0.4000000059604645,0.3045336902141571,0.3935742974281311,0.9798387289047241
3b,9,CustomCarrier-v0,-1.0,-1.0,0.6000000238418579,0.6495763063430786,-1.0,-1.0
3b,9,BidirectionalWalker-v0,0.10000000149011612,0.23999999463558197,-1.0,-1.0,-1.0,-1.0
3b,9,CustomPusher-v0,-1.0,-1.0,0.44999998807907104,0.34187519550323486,0.3947368562221527,0.9406593441963196
3b,9,BeamToppler-v0,-1.0,-1.0,0.5,0.34286001324653625,0.2808510661125183,0.7078891396522522
3b,9,Pusher-v1,0.03999999910593033,0.0,-1.0,-1.0,-1.0,-1.0
3b,9,Catcher-v0,0.07999999821186066,0.23999999463558197,-1.0,-1.0,-1.0,-1.0
3b,9,UpStepper-v0,-1.0,-1.0,0.699999988079071,0.3476596474647522,0.35483869910240173,0.7818182110786438
3b,9,DownStepper-v0,0.019999999552965164,0.05999999865889549,-1.0,-1.0,-1.0,-1.0
3b,9,ObstacleTraverser-v0,0.10000000149011612,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,9,ObstacleTraverser-v1,-1.0,-1.0,-1.0,-1.0,0.23728813230991364,0.5520169734954834
3b,9,Hurdler-v0,-1.0,-1.0,0.6499999761581421,0.34079933166503906,-1.0,-1.0
3b,9,GapJumper-v0,0.019999999552965164,0.03999999910593033,-1.0,-1.0,-1.0,-1.0
3b,9,Traverser-v0,0.03999999910593033,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,9,Flipper-v0,0.03999999910593033,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,9,Jumper-v0,0.07999999821186066,0.03999999910593033,-1.0,-1.0,-1.0,-1.0
3b,9,Balancer-v0,0.07999999821186066,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,9,AreaMaximizer-v0,0.10000000149011612,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,9,AreaMinimizer-v0,0.07999999821186066,0.11999999731779099,-1.0,-1.0,-1.0,-1.0
3b,9,WingspanMazimizer-v0,0.03999999910593033,0.14000000059604645,-1.0,-1.0,-1.0,-1.0
3b,9,HeightMaximizer-v0,0.07999999821186066,0.10000000149011612,-1.0,-1.0,-1.0,-1.0
3b,10,BridgeWalker-v0,-1.0,-1.0,0.6000000238418579,0.5579105019569397,-1.0,-1.0
3b,10,PlatformJumper-v0,0.05999999865889549,0.0,-1.0,-1.0,-1.0,-1.0
3b,10,CaveCrawler-v0,0.05999999865889549,0.0,-1.0,-1.0,-1.0,-1.0
3b,10,CustomCarrier-v0,-1.0,-1.0,0.6499999761581421,0.5139490365982056,0.3076923191547394,0.7642276287078857
3b,10,BidirectionalWalker-v0,0.10000000149011612,0.20000000298023224,-1.0,-1.0,-1.0,-1.0
3b,10,CustomPusher-v0,0.019999999552965164,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,10,BeamToppler-v0,-1.0,-1.0,0.75,0.5579105019569397,-1.0,-1.0
3b,10,Pusher-v1,0.03999999910593033,0.2199999988079071,-1.0,-1.0,-1.0,-1.0
3b,10,Catcher-v0,-1.0,-1.0,0.6499999761581421,0.5139490365982056,0.3076923191547394,0.7642276287078857
3b,10,UpStepper-v0,-1.0,-1.0,0.6499999761581421,0.4779422879219055,-1.0,-1.0
3b,10,DownStepper-v0,-1.0,-1.0,-1.0,-1.0,0.23966942727565765,0.9171842932701111
3b,10,ObstacleTraverser-v0,-1.0,-1.0,0.44999998807907104,0.45944780111312866,0.18884120881557465,0.8473118543624878
3b,10,ObstacleTraverser-v1,-1.0,-1.0,0.699999988079071,0.5093579292297363,0.37751004099845886,0.6659959554672241
3b,10,Hurdler-v0,-1.0,-1.0,0.6499999761581421,0.4779422879219055,-1.0,-1.0
3b,10,GapJumper-v0,-1.0,-1.0,0.6499999761581421,0.5139490365982056,0.3076923191547394,0.7642276287078857
3b,10,Traverser-v0,-1.0,-1.0,0.6499999761581421,0.45944780111312866,0.3057851195335388,0.5829875469207764
3b,10,Flipper-v0,-1.0,-1.0,0.6000000238418579,0.3772030174732208,0.26484018564224243,0.8398169279098511
3b,10,Jumper-v0,0.05999999865889549,0.0,-1.0,-1.0,-1.0,-1.0
3b,10,Balancer-v0,0.03999999910593033,0.2199999988079071,-1.0,-1.0,-1.0,-1.0
3b,10,AreaMaximizer-v0,0.03999999910593033,0.0,-1.0,-1.0,-1.0,-1.0
3b,10,AreaMinimizer-v0,0.05999999865889549,0.1599999964237213,-1.0,-1.0,-1.0,-1.0
3b,10,WingspanMazimizer-v0,0.10000000149011612,0.14000000059604645,0.44999998807907104,0.7056803703308105,-1.0,-1.0
3b,10,HeightMaximizer-v0,-1.0,-1.0,0.6000000238418579,0.32590654492378235,0.21698112785816193,0.5035461187362671
